CSS161	FUND OF COMPUTING	
	12788 A	5	TTh	545-745P	UWBB 240	GODEK,JOHN	18/15
	20445 B	5	MW	1100-100	UW2 131	MOURAD,PIERRE	16/13
CSS385	INTRO TO GAME DEV	(VLPA/NW)	
	12789 A	5	MW	330-530	LBA 003	SUNG,KELVIN H.	26/30
CSS405	WOMEN STEM: CAREER	(I&S)
	12790 A	1	T	800-850P	UW1 361	ZANDER,CAROL	6/10
CSS422	HARDWARE & COMP ORG		
	12791 A	5	MW	545-745P	UW1 202	KIM,WOOYOUNG	46/44
CSS430	OPERATING SYSTEMS	
	12793 A	5	MW	800-1000P	UW1 210	PARSONS,ERIKA F.	28/45
	12794 B	5	TTh	800-1000P	UW2 240	DAME,STEPHEN G.	39/45
CSS432	NETWORK DESIGN	
	12795 A	5	TTh	545-745P	UW2 005	LAGESSE,BRENT J	44/45
CSS434	PARA DISTR COMPUTING	
	12796 A	5	MW	330-530	SSG CNSVTRY	FUKUDA,MUNEHIRO	26/30
CSS473	ENTREPRENEURSHP SEM
	12797 A	5	TTh	545-745P	UW1 220	FLEMING,BRANDON	7/ 8
CSS490	SPECIAL TOPICS
	12800 A	5	MW	115-315	UW1 221	LAGESSE,BRENT J	25/32
	12801 B	5	TTh	330-530	UW1 041	SOCHA,DAVID G	16/21
	12803 D	5	MW	800-1000P	UW1 220	KIM,WOOYOUNG	20/45
	20444 E	2	F	330-530	UW2 205	FERRACINA,FABIANA	13/30
CSS496	APPL CMPT CAPSTONE		
	12804 A	5	MW	545-745P	UW2 327	ANDERSON,LAURIE JOY	10/15
CSS497	CS & SE CAPSTONE		
	12805 A	10		to be arranged			5/40
	12806 B	10		to be arranged			39/40
CSS498	INDEPENDENT STUDY
	12807 A	5		to be arranged			1/20
	12808 B	5		to be arranged			14/20
CSS499	UNDERGRAD RESEARCH
	12809 A	5		to be arranged			5/20
	12810 B	5		to be arranged			3/20
CSS590	SPECIAL TOPIC CMPTG
	20950 C	5	TTh	800-1000	UW2 305	ASUNCION,HAZELINE U	1/ 3
CSSSKL161 PROGRAMMING SKILLS		
	12821 A	1	F	845-1115	UW1 030	GALLANT,AARON M	43/48
	12822 B	1	F	1130-200	UW1 030	NASH,ROB D	41/40
	12823 C	1	T	545-815P	UW2 131	NASH,ROB D	20/48
CSSSKL162 PROG METHOD SKILLS	(QSR)	
	12824 A	1	F	215-445	UW1 030	NASH,ROB D	38/40
	12825 B	1	Th	545-815P	UW2 131	NASH,ROB D	20/48
CSS503	SYSTEMS PROGRAMMING
	12811 B	4	MW	600-740P	UW2 040	BERNSTEIN,MORRIS	28/30
CSS508	SFTWRE TEST & QUAL
	12812 A	2	M	800-1000P	UW2 205	BRECHNER,ERIC L.	26/30
CSS519	INCIDT RESP & RECOV
	12813 A	5	MW	545-745P	UW2 221	THAMILARASU,GEETHAPRIYA	12/30
CSS534	PAR PROG GRID CLOUD
	12814 A	5	MW	545-745P	UW2 105	FUKUDA,MUNEHIRO	17/30
CSS552	TOPICS IN RENDERING
	20676 A	5		to be arranged	*	SUNG,KELVIN H.	1/ 5
CSS555	EVAL SOFTWARE DESGN
	12815 A	5	TTh	545-745P	UWBB 260	KOCHANSKI,MARK	15/20
CSS590	SPECIAL TOPIC CMPTG
	12816 A	5	TTh	800-1000P	UW2 305	ASUNCION,HAZELINE U	11/30
	20418 B	5	S	100-500	UW2 131	FLEMING,BRANDON	3/10
CSS596	CAPSTONE PROJECT II
	12817 A	5	TTh	800-1000P	UW1 031	SOCHA,DAVID G	7/30
CSS600	INDEPDNT STDY/RSCH
	12818 A	5		to be arranged			1/10
	12819 B	5		to be arranged			5/10
CSS700	MASTERS THESIS
	12820 A	10		to be arranged			4/20
